seed,algorithm,feedback_mode,stopped,T_stop,exact_oracle_match,stable_train,blocking_pairs_train,resolved_fraction_at_stop,test_mean_score,test_welfare,normalized_test_welfare,n_checks,final_matching,unresolved_critical_final,unresolved_noncritical_final,T_first_oracle_hit,oracle_occupancy,longest_oracle_streak,num_matching_changes,T_first_train_stable,best_test_welfare,oracle_occupancy_after_10k,oracle_occupancy_after_25k,oracle_occupancy_after_50k,oracle_occupancy_after_100k,false_certification,certify_profiles_total,certify_seconds_total,n_certifications,last_certify_profiles_checked,last_certify_search_complete
10,p2etg,bt,False,10000,True,True,0,0.875,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,5,168.0,0.8321342925659473,262,7,168.0,2.7284213190639446,1.0,,,,,,,,,
11,p2etg,bt,False,10000,True,True,0,0.8958333333333334,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,4,96.0,0.9664268585131894,378,6,96.0,2.7284213190639446,1.0,,,,,,,,,
12,p2etg,bt,False,10000,True,True,0,0.8541666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,6,552.0,0.8561151079136691,349,10,552.0,2.7284213190639446,1.0,,,,,,,,,
13,p2etg,bt,False,10000,True,True,0,0.875,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,5,696.0,0.7434052757793765,231,24,696.0,2.7284213190639446,1.0,,,,,,,,,
14,p2etg,bt,False,10000,False,False,1,0.8958333333333334,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,1,4,48.0,0.158273381294964,50,4,48.0,2.7284213190639446,0.0,,,,,,,,,
15,p2etg,bt,False,10000,True,True,0,0.9166666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,3,144.0,0.8201438848920863,177,20,144.0,2.7284213190639446,1.0,,,,,,,,,
16,p2etg,bt,False,10000,False,False,1,0.8333333333333334,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,1,7,3576.0,0.1270983213429256,24,16,3576.0,2.7284213190639446,0.0,,,,,,,,,
17,p2etg,bt,False,10000,True,True,0,0.8541666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,6,648.0,0.9376498800959232,391,6,648.0,2.7284213190639446,1.0,,,,,,,,,
18,p2etg,bt,False,10000,False,False,1,0.875,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,1,5,216.0,0.7673860911270983,143,17,216.0,2.7284213190639446,0.0,,,,,,,,,
19,p2etg,bt,False,10000,True,True,0,0.8958333333333334,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,4,264.0,0.9448441247002398,389,8,264.0,2.7284213190639446,1.0,,,,,,,,,
0,p2etg,replay,False,10000,True,True,0,0.4791666666666667,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,24,240.0,0.7577937649880095,243,15,240.0,2.7284213190639446,1.0,,,,,,,,,
1,p2etg,replay,False,10000,True,True,0,0.4583333333333333,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,24,480.0,0.3069544364508393,41,35,480.0,2.7284213190639446,1.0,,,,,,,,,
2,p2etg,replay,False,10000,True,True,0,0.5625,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,20,2496.0,0.4988009592326139,90,20,2496.0,2.7284213190639446,1.0,,,,,,,,,
3,p2etg,replay,False,10000,True,True,0,0.5625,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,19,48.0,0.6786570743405276,271,13,48.0,2.7284213190639446,1.0,,,,,,,,,
4,p2etg,replay,False,10000,True,True,0,0.5,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,22,240.0,0.2206235011990407,53,41,240.0,2.7284213190639446,1.0,,,,,,,,,
5,p2etg,replay,False,10000,False,False,1,0.5416666666666666,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,2,20,4872.0,0.1007194244604316,20,43,4872.0,2.7284213190639446,0.0,,,,,,,,,
6,p2etg,replay,False,10000,True,True,0,0.4791666666666667,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,23,96.0,0.8920863309352518,366,16,96.0,2.7284213190639446,1.0,,,,,,,,,
7,p2etg,replay,False,10000,False,False,1,0.4375,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,1,26,264.0,0.1678657074340527,22,17,264.0,2.7284213190639446,0.0,,,,,,,,,
8,p2etg,replay,False,10000,False,False,1,0.3958333333333333,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,2,27,144.0,0.3405275779376499,62,36,144.0,2.7284213190639446,0.0,,,,,,,,,
9,p2etg,replay,False,10000,True,True,0,0.4166666666666667,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,26,24.0,0.513189448441247,134,43,24.0,2.7284213190639446,1.0,,,,,,,,,
10,p2etg,replay,False,10000,True,True,0,0.4583333333333333,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,24,96.0,0.8201438848920863,296,28,96.0,2.7284213190639446,1.0,,,,,,,,,
11,p2etg,replay,False,10000,True,True,0,0.5416666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,0,22,1176.0,0.8633093525179856,348,14,1176.0,2.7284213190639446,1.0,,,,,,,,,
12,p2etg,replay,False,10000,True,True,0,0.5416666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,21,168.0,0.8009592326139089,145,33,168.0,2.7284213190639446,1.0,,,,,,,,,
13,p2etg,replay,False,10000,True,True,0,0.4166666666666667,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,26,312.0,0.7577937649880095,76,28,312.0,2.7284213190639446,1.0,,,,,,,,,
14,p2etg,replay,False,10000,False,False,1,0.5416666666666666,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,2,20,168.0,0.3764988009592326,119,32,168.0,2.7284213190639446,0.0,,,,,,,,,
15,p2etg,replay,False,10000,True,True,0,0.5,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,22,120.0,0.4772182254196642,125,34,120.0,2.7284213190639446,1.0,,,,,,,,,
16,p2etg,replay,False,10000,True,True,0,0.4375,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,25,1224.0,0.7673860911270983,161,28,1224.0,2.7284213190639446,1.0,,,,,,,,,
17,p2etg,replay,False,10000,True,True,0,0.4375,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,26,1896.0,0.750599520383693,309,23,1896.0,2.7284213190639446,1.0,,,,,,,,,
18,p2etg,replay,False,10000,False,False,1,0.4166666666666667,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,2,26,2184.0,0.3597122302158273,80,46,2184.0,2.7284213190639446,0.0,,,,,,,,,
19,p2etg,replay,False,10000,True,True,0,0.5625,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,20,264.0,0.5275779376498801,46,38,264.0,2.7284213190639446,1.0,,,,,,,,,
0,matching_id,bt,False,10000,True,True,0,0.875,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,5,3144.0,0.6738609112709832,259,9,3144.0,2.7284213190639446,1.0,,,,False,615.0,0.0237870009150356,172.0,2.0,True
1,matching_id,bt,False,10000,True,True,0,0.875,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,5,48.0,0.7026378896882494,123,21,48.0,2.7284213190639446,1.0,,,,False,381.0,0.0158733332064002,118.0,2.0,True
2,matching_id,bt,True,2856,True,True,0,0.8125,0.6821053297659861,2.7284213190639446,1.0,119,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,0,9,216.0,0.7310924369747899,59,11,216.0,2.7284213190639446,,,,,False,534.0,0.0126494148280471,63.0,146.0,True
3,matching_id,bt,False,10000,True,True,0,0.8541666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,6,288.0,0.8249400479616307,315,12,288.0,2.7284213190639446,1.0,,,,False,454.0,0.0173987958114594,118.0,2.0,True
4,matching_id,bt,False,10000,True,True,0,0.8541666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,6,1584.0,0.6906474820143885,271,12,1584.0,2.7284213190639446,1.0,,,,False,1160.0,0.0265112365595996,145.0,2.0,True
5,matching_id,bt,False,10000,True,True,0,0.875,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,4,288.0,0.6235011990407674,189,19,288.0,2.7284213190639446,1.0,,,,False,439.0,0.0182205906603485,133.0,2.0,True
6,matching_id,bt,False,10000,True,True,0,0.8541666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,6,48.0,0.709832134292566,287,7,48.0,2.7284213190639446,1.0,,,,False,16724.0,0.1697833377402275,109.0,51.0,True
7,matching_id,bt,True,7032,True,True,0,0.8958333333333334,0.6821053297659861,2.7284213190639446,1.0,293,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,0,5,96.0,0.7508532423208191,218,6,96.0,2.7284213190639446,,,,,False,3676.0,0.0476390819530934,122.0,26.0,True
8,matching_id,bt,False,10000,True,True,0,0.8541666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,6,24.0,0.5107913669064749,68,20,24.0,2.7284213190639446,1.0,,,,False,709.0,0.0204244598280638,140.0,2.0,True
9,matching_id,bt,False,10000,True,True,0,0.8333333333333334,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,7,648.0,0.316546762589928,126,11,648.0,2.7284213190639446,1.0,,,,False,818.0,0.0229543312452733,139.0,2.0,True
10,matching_id,bt,False,10000,True,True,0,0.8333333333333334,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,7,48.0,0.9952038369304556,414,3,48.0,2.7284213190639446,1.0,,,,False,548.0,0.0178337446413934,119.0,2.0,True
11,matching_id,bt,True,6120,False,False,1,0.8541666666666666,0.6548227210703339,2.6192908842813356,0.801343046187361,255,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,0,7,168.0,0.1450980392156863,30,8,168.0,2.7284213190639446,,,,,True,4608.0,0.0554364193230867,110.0,98.0,True
12,matching_id,bt,False,10000,True,True,0,0.8333333333333334,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,7,240.0,0.8321342925659473,299,24,240.0,2.7284213190639446,1.0,,,,False,465.0,0.0184067110531032,142.0,2.0,True
13,matching_id,bt,False,10000,True,True,0,0.8333333333333334,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,7,120.0,0.3525179856115107,121,9,120.0,2.7284213190639446,1.0,,,,False,432.0,0.0180949980858713,130.0,2.0,True
14,matching_id,bt,False,10000,True,True,0,0.8541666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,6,120.0,0.9520383693045564,381,8,120.0,2.7284213190639446,1.0,,,,False,1041.0,0.0257200091145932,143.0,2.0,True
15,matching_id,bt,False,10000,False,False,1,0.9166666666666666,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,1,3,2520.0,0.0431654676258992,8,11,2520.0,2.7284213190639446,0.0,,,,False,729.0,0.020379924448207,129.0,2.0,True
16,matching_id,bt,False,10000,False,False,1,0.875,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,1,5,72.0,0.0095923261390887,4,5,72.0,2.7284213190639446,0.0,,,,False,467.0,0.0188876988831907,161.0,2.0,True
17,matching_id,bt,True,6408,True,True,0,0.9166666666666666,0.6821053297659861,2.7284213190639446,1.0,267,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,0,4,72.0,0.902621722846442,169,18,72.0,2.7284213190639446,,,,,False,852.0,0.0214260751381516,121.0,10.0,True
18,matching_id,bt,False,10000,True,True,0,0.875,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,5,48.0,0.9664268585131894,219,11,48.0,2.7284213190639446,1.0,,,,False,604.0,0.0216286638751626,166.0,2.0,True
19,matching_id,bt,False,10000,False,False,1,0.8541666666666666,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,1,6,240.0,0.4460431654676259,178,8,240.0,2.7284213190639446,0.0,,,,False,389830.0,3.594170550815761,175.0,2.0,True
0,matching_id,replay,False,10000,True,True,0,0.4583333333333333,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,25,168.0,0.86810551558753,360,12,168.0,2.7284213190639446,1.0,,,,False,1467.0,0.0462157153524458,202.0,18.0,True
1,matching_id,replay,False,10000,True,True,0,0.4583333333333333,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,24,264.0,0.6786570743405276,207,36,264.0,2.7284213190639446,1.0,,,,False,817.0,0.0379980055149644,213.0,2.0,True
2,matching_id,replay,False,10000,False,False,1,0.4791666666666667,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,2,23,624.0,0.0311750599520383,11,23,624.0,2.7284213190639446,0.0,,,,False,1075.0,0.0423542466014623,206.0,2.0,True
3,matching_id,replay,False,10000,False,False,1,0.3958333333333333,0.6380573182267321,2.552229272906928,0.6792666019768608,417,finqa=Fin-R1|livecodebench=Qwen2.5-Coder-7B-Instruct|math500=DeepSeek-R1-0528-Qwen3-8B|medqa=Llama-3.1-8B-UltraMedical,2,27,7800.0,0.0119904076738609,2,41,7800.0,2.7284213190639446,0.0,,,,False,829.0,0.0455326235387474,220.0,2.0,True
4,matching_id,replay,False,10000,True,True,0,0.4375,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,25,2088.0,0.645083932853717,246,32,2088.0,2.7284213190639446,1.0,,,,False,660.0,0.0353232929483056,185.0,2.0,True
5,matching_id,replay,False,10000,True,True,0,0.4375,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,25,696.0,0.5443645083932853,193,35,696.0,2.7284213190639446,1.0,,,,False,1565.0,0.0483425713609904,215.0,2.0,True
6,matching_id,replay,False,10000,True,True,0,0.5208333333333334,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,21,72.0,0.9808153477218226,390,8,72.0,2.7284213190639446,1.0,,,,False,636.0,0.0358877491671592,213.0,2.0,True
7,matching_id,replay,False,10000,True,True,0,0.4375,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,25,1272.0,0.8705035971223022,361,8,1272.0,2.7284213190639446,1.0,,,,False,2317.0,0.0577918377239257,214.0,2.0,True
8,matching_id,replay,False,10000,True,True,0,0.4583333333333333,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,24,1680.0,0.8345323741007195,348,12,1680.0,2.7284213190639446,1.0,,,,False,25849.0,0.3024069583043456,165.0,2.0,True
