side,agent,partner_1,partner_2,base_gap,bootstrap_flip_probability
task,finqa,GLM-Z1-9B-0414,glm-4-9b-chat,0.12209302325581395,0.0
task,finqa,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.061046511627906974,0.0
task,finqa,Intern-S1-mini,Qwen3-8B,0.03197674418604646,0.002
task,finqa,Intern-S1-mini,gemma-2-9b-it,0.0625,0.0
task,finqa,Intern-S1-mini,glm-4-9b-chat,0.13808139534883723,0.0
task,finqa,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.09302325581395343,0.0
task,finqa,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.0014534883720930258,0.504
task,finqa,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.07703488372093026,0.0
task,finqa,Qwen3-8B,gemma-2-9b-it,0.09447674418604646,0.0
task,finqa,Qwen3-8B,glm-4-9b-chat,0.1700581395348837,0.0
task,finqa,gemma-2-9b-it,glm-4-9b-chat,0.07558139534883723,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.5102040816326531,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.37755102040816324,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.22448979591836735,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.6122448979591837,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.4285714285714285,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.3877551020408163,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.5306122448979591,0.0
task,humaneval,Fin-R1,GLM-Z1-9B-0414,0.13265306122448983,0.008
task,humaneval,Fin-R1,Intern-S1-mini,0.28571428571428575,0.0
task,humaneval,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.10204081632653061,0.042
task,humaneval,Fin-R1,Qwen3-8B,0.08163265306122458,0.074
task,humaneval,Fin-R1,gemma-2-9b-it,0.12244897959183676,0.008
task,humaneval,Fin-R1,glm-4-9b-chat,0.020408163265306034,0.398
task,humaneval,GLM-Z1-9B-0414,Intern-S1-mini,0.15306122448979592,0.002
task,humaneval,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.23469387755102045,0.0
task,humaneval,GLM-Z1-9B-0414,Qwen3-8B,0.05102040816326525,0.162
task,humaneval,GLM-Z1-9B-0414,gemma-2-9b-it,0.010204081632653073,0.424
task,humaneval,GLM-Z1-9B-0414,glm-4-9b-chat,0.15306122448979587,0.014
task,humaneval,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.38775510204081637,0.0
task,humaneval,Intern-S1-mini,Qwen3-8B,0.20408163265306117,0.0
task,humaneval,Intern-S1-mini,gemma-2-9b-it,0.163265306122449,0.012
task,humaneval,Intern-S1-mini,glm-4-9b-chat,0.3061224489795918,0.0
task,humaneval,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.1836734693877552,0.0
task,humaneval,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.22448979591836737,0.0
task,humaneval,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.08163265306122458,0.05
task,humaneval,Qwen3-8B,gemma-2-9b-it,0.04081632653061218,0.284
task,humaneval,Qwen3-8B,glm-4-9b-chat,0.10204081632653061,0.04
task,humaneval,gemma-2-9b-it,glm-4-9b-chat,0.1428571428571428,0.006
task,korbench,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.23199999999999998,0.0
task,korbench,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.014666666666666606,0.232
task,korbench,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.021333333333333315,0.118
task,korbench,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.21999999999999997,0.0
task,korbench,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.022666666666666613,0.074
task,korbench,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.22133333333333333,0.0
task,korbench,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.1973333333333333,0.0
task,korbench,Fin-R1,GLM-Z1-9B-0414,0.21733333333333338,0.0
task,korbench,Fin-R1,Intern-S1-mini,0.2533333333333333,0.0
task,korbench,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.01200000000000001,0.2
task,korbench,Fin-R1,Qwen3-8B,0.20933333333333337,0.0
task,korbench,Fin-R1,gemma-2-9b-it,0.010666666666666658,0.214
task,korbench,Fin-R1,glm-4-9b-chat,0.03466666666666668,0.004
task,korbench,GLM-Z1-9B-0414,Intern-S1-mini,0.03599999999999992,0.032
task,korbench,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.20533333333333337,0.0
task,korbench,GLM-Z1-9B-0414,Qwen3-8B,0.008000000000000007,0.29
task,korbench,GLM-Z1-9B-0414,gemma-2-9b-it,0.20666666666666672,0.0
task,korbench,GLM-Z1-9B-0414,glm-4-9b-chat,0.1826666666666667,0.0
task,korbench,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.2413333333333333,0.0
task,korbench,Intern-S1-mini,Qwen3-8B,0.04399999999999993,0.008
task,korbench,Intern-S1-mini,gemma-2-9b-it,0.24266666666666664,0.0
task,korbench,Intern-S1-mini,glm-4-9b-chat,0.21866666666666662,0.0
task,korbench,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.19733333333333336,0.0
task,korbench,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.001333333333333353,0.492
task,korbench,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.02266666666666667,0.046
task,korbench,Qwen3-8B,gemma-2-9b-it,0.1986666666666667,0.0
task,korbench,Qwen3-8B,glm-4-9b-chat,0.1746666666666667,0.0
task,korbench,gemma-2-9b-it,glm-4-9b-chat,0.02400000000000002,0.042
task,math500,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.18333333333333335,0.0
task,math500,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.010000000000000009,0.222
task,math500,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.020000000000000018,0.106
task,math500,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.2733333333333333,0.0
task,math500,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.00666666666666671,0.332
task,math500,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.44666666666666666,0.0
task,math500,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.41333333333333333,0.0
task,math500,Fin-R1,GLM-Z1-9B-0414,0.19333333333333336,0.0
task,math500,Fin-R1,Intern-S1-mini,0.16333333333333333,0.0
task,math500,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.08999999999999997,0.0
task,math500,Fin-R1,Qwen3-8B,0.17666666666666664,0.0
task,math500,Fin-R1,gemma-2-9b-it,0.2633333333333333,0.0
task,math500,Fin-R1,glm-4-9b-chat,0.22999999999999998,0.0
task,math500,GLM-Z1-9B-0414,Intern-S1-mini,0.030000000000000027,0.028
task,math500,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.2833333333333333,0.0
task,math500,GLM-Z1-9B-0414,Qwen3-8B,0.01666666666666672,0.08
task,math500,GLM-Z1-9B-0414,gemma-2-9b-it,0.45666666666666667,0.0
task,math500,GLM-Z1-9B-0414,glm-4-9b-chat,0.42333333333333334,0.0
task,math500,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.2533333333333333,0.0
task,math500,Intern-S1-mini,Qwen3-8B,0.013333333333333308,0.2
task,math500,Intern-S1-mini,gemma-2-9b-it,0.42666666666666664,0.0
task,math500,Intern-S1-mini,glm-4-9b-chat,0.3933333333333333,0.0
task,math500,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.2666666666666666,0.0
task,math500,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.17333333333333334,0.0
task,math500,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.14,0.0
task,math500,Qwen3-8B,gemma-2-9b-it,0.43999999999999995,0.0
task,math500,Qwen3-8B,glm-4-9b-chat,0.4066666666666666,0.0
task,math500,gemma-2-9b-it,glm-4-9b-chat,0.033333333333333326,0.1
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.3407534246575342,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.27910958904109584,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.09417808219178081,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.4092465753424658,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.20376712328767121,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.261986301369863,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.26712328767123283,0.0
task,mbpp,Fin-R1,GLM-Z1-9B-0414,0.06164383561643838,0.0
task,mbpp,Fin-R1,Intern-S1-mini,0.2465753424657534,0.0
task,mbpp,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.06849315068493156,0.0
task,mbpp,Fin-R1,Qwen3-8B,0.136986301369863,0.0
task,mbpp,Fin-R1,gemma-2-9b-it,0.07876712328767121,0.0
task,mbpp,Fin-R1,glm-4-9b-chat,0.07363013698630139,0.0
task,mbpp,GLM-Z1-9B-0414,Intern-S1-mini,0.18493150684931503,0.0
task,mbpp,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.13013698630136994,0.0
task,mbpp,GLM-Z1-9B-0414,Qwen3-8B,0.07534246575342463,0.0
task,mbpp,GLM-Z1-9B-0414,gemma-2-9b-it,0.017123287671232834,0.254
task,mbpp,GLM-Z1-9B-0414,glm-4-9b-chat,0.011986301369863006,0.32
task,mbpp,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.31506849315068497,0.0
task,mbpp,Intern-S1-mini,Qwen3-8B,0.1095890410958904,0.0
task,mbpp,Intern-S1-mini,gemma-2-9b-it,0.1678082191780822,0.0
task,mbpp,Intern-S1-mini,glm-4-9b-chat,0.17294520547945202,0.0
task,mbpp,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.20547945205479456,0.0
task,mbpp,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.14726027397260277,0.0
task,mbpp,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.14212328767123295,0.0
task,mbpp,Qwen3-8B,gemma-2-9b-it,0.05821917808219179,0.004
task,mbpp,Qwen3-8B,glm-4-9b-chat,0.06335616438356162,0.002
task,mbpp,gemma-2-9b-it,glm-4-9b-chat,0.005136986301369828,0.404
task,medqa,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.19895287958115182,0.0
task,medqa,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.10471204188481675,0.0
task,medqa,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.11649214659685858,0.0
task,medqa,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.3337696335078534,0.0
task,medqa,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.030104712041884807,0.028
task,medqa,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.17539267015706805,0.0
task,medqa,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.20287958115183247,0.0
task,medqa,Fin-R1,GLM-Z1-9B-0414,0.09424083769633507,0.0
task,medqa,Fin-R1,Intern-S1-mini,0.08246073298429324,0.0
task,medqa,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.13481675392670156,0.0
task,medqa,Fin-R1,Qwen3-8B,0.168848167539267,0.0
task,medqa,Fin-R1,gemma-2-9b-it,0.023560209424083767,0.102
task,medqa,Fin-R1,glm-4-9b-chat,0.003926701570680646,0.426
task,medqa,GLM-Z1-9B-0414,Intern-S1-mini,0.011780104712041828,0.28
task,medqa,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.22905759162303663,0.0
task,medqa,GLM-Z1-9B-0414,Qwen3-8B,0.07460732984293195,0.0
task,medqa,GLM-Z1-9B-0414,gemma-2-9b-it,0.0706806282722513,0.0
task,medqa,GLM-Z1-9B-0414,glm-4-9b-chat,0.09816753926701571,0.0
task,medqa,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.2172774869109948,0.0
task,medqa,Intern-S1-mini,Qwen3-8B,0.08638743455497377,0.0
task,medqa,Intern-S1-mini,gemma-2-9b-it,0.05890052356020947,0.0
task,medqa,Intern-S1-mini,glm-4-9b-chat,0.08638743455497389,0.0
task,medqa,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.3036649214659686,0.0
task,medqa,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.15837696335078533,0.0
task,medqa,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.13089005235602091,0.0
task,medqa,Qwen3-8B,gemma-2-9b-it,0.14528795811518325,0.0
task,medqa,Qwen3-8B,glm-4-9b-chat,0.17277486910994766,0.0
task,medqa,gemma-2-9b-it,glm-4-9b-chat,0.027486910994764413,0.06
task,meld,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.006765899864682012,0.41
task,meld,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.047361299052773975,0.006
task,meld,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.009472259810554773,0.276
task,meld,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.013531799729364025,0.254
task,meld,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.020297699594046037,0.11
task,meld,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.016238159675236785,0.182
task,meld,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.03518267929634644,0.034
task,meld,Fin-R1,GLM-Z1-9B-0414,0.04059539918809196,0.024
task,meld,Fin-R1,Intern-S1-mini,0.0027063599458727605,0.43
task,meld,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.020297699594046037,0.164
task,meld,Fin-R1,Qwen3-8B,0.02706359945872805,0.084
task,meld,Fin-R1,gemma-2-9b-it,0.023004059539918797,0.13
task,meld,Fin-R1,glm-4-9b-chat,0.041948579161028454,0.014
task,meld,GLM-Z1-9B-0414,Intern-S1-mini,0.0378890392422192,0.018
task,meld,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.060893098782138,0.0
task,meld,GLM-Z1-9B-0414,Qwen3-8B,0.06765899864682001,0.0
task,meld,GLM-Z1-9B-0414,gemma-2-9b-it,0.06359945872801076,0.0
task,meld,GLM-Z1-9B-0414,glm-4-9b-chat,0.08254397834912042,0.0
task,meld,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.023004059539918797,0.118
task,meld,Intern-S1-mini,Qwen3-8B,0.02976995940460081,0.038
task,meld,Intern-S1-mini,gemma-2-9b-it,0.025710419485791558,0.07
task,meld,Intern-S1-mini,glm-4-9b-chat,0.044654939106901215,0.006
task,meld,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.006765899864682012,0.354
task,meld,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.0027063599458727605,0.418
task,meld,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.021650879566982417,0.116
task,meld,Qwen3-8B,gemma-2-9b-it,0.004059539918809252,0.432
task,meld,Qwen3-8B,glm-4-9b-chat,0.014884979702300405,0.236
task,meld,gemma-2-9b-it,glm-4-9b-chat,0.018944519621109657,0.176
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,finqa,0.032058211066778974,0.044
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,humaneval,0.45073723269211996,0.0
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,korbench,0.11470494417862842,0.0
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,math500,0.17851446798815207,0.0
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,mbpp,0.27712806299684467,0.0
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,medqa,0.15408165821502828,0.0
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,meld,0.015054705283321423,0.242
model,DeepSeek-R1-0528-Qwen3-8B,finqa,humaneval,0.48279544375889893,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,korbench,0.08264673311184945,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,math500,0.1464562569213731,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,mbpp,0.30918627406362365,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,medqa,0.12202344714824931,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,meld,0.0471129163501004,0.0
model,DeepSeek-R1-0528-Qwen3-8B,humaneval,korbench,0.5654421768707484,0.0
model,DeepSeek-R1-0528-Qwen3-8B,humaneval,math500,0.629251700680272,0.0
model,DeepSeek-R1-0528-Qwen3-8B,humaneval,mbpp,0.1736091696952753,0.0
model,DeepSeek-R1-0528-Qwen3-8B,humaneval,medqa,0.6048188909071482,0.0
model,DeepSeek-R1-0528-Qwen3-8B,humaneval,meld,0.43568252740879854,0.0
model,DeepSeek-R1-0528-Qwen3-8B,korbench,math500,0.06380952380952365,0.0
model,DeepSeek-R1-0528-Qwen3-8B,korbench,mbpp,0.3918330071754731,0.0
model,DeepSeek-R1-0528-Qwen3-8B,korbench,medqa,0.03937671403639986,0.014
model,DeepSeek-R1-0528-Qwen3-8B,korbench,meld,0.12975964946194984,0.0
model,DeepSeek-R1-0528-Qwen3-8B,math500,mbpp,0.45564253098499674,0.0
model,DeepSeek-R1-0528-Qwen3-8B,math500,medqa,0.024432809773123787,0.086
model,DeepSeek-R1-0528-Qwen3-8B,math500,meld,0.1935691732714735,0.0
model,DeepSeek-R1-0528-Qwen3-8B,mbpp,medqa,0.43120972121187295,0.0
model,DeepSeek-R1-0528-Qwen3-8B,mbpp,meld,0.26207335771352325,0.0
model,DeepSeek-R1-0528-Qwen3-8B,medqa,meld,0.1691363634983497,0.0
model,Fin-R1,emorynlp,finqa,0.024134066667726384,0.142
model,Fin-R1,emorynlp,humaneval,0.14602368630295587,0.0
model,Fin-R1,emorynlp,korbench,0.13676737297789932,0.0
model,Fin-R1,emorynlp,math500,0.01733880154932793,0.266
model,Fin-R1,emorynlp,mbpp,0.1259749623123811,0.0
model,Fin-R1,emorynlp,medqa,0.059622521319958544,0.008
model,Fin-R1,emorynlp,meld,0.009116622285199993,0.358
model,Fin-R1,finqa,humaneval,0.12188961963522948,0.0
model,Fin-R1,finqa,korbench,0.1609014396456257,0.0
model,Fin-R1,finqa,math500,0.041472868217054315,0.036
model,Fin-R1,finqa,mbpp,0.1018408956446547,0.0
model,Fin-R1,finqa,medqa,0.08375658798768493,0.0
model,Fin-R1,finqa,meld,0.03325068895292638,0.044
model,Fin-R1,humaneval,korbench,0.2827910592808552,0.0
model,Fin-R1,humaneval,math500,0.1633624878522838,0.0
model,Fin-R1,humaneval,mbpp,0.02004872399057478,0.304
model,Fin-R1,humaneval,medqa,0.2056462076229144,0.0
model,Fin-R1,humaneval,meld,0.15514030858815586,0.0
model,Fin-R1,korbench,math500,0.11942857142857138,0.0
model,Fin-R1,korbench,mbpp,0.2627423352902804,0.0
model,Fin-R1,korbench,medqa,0.07714485165794077,0.0
model,Fin-R1,korbench,meld,0.12765075069269932,0.0
model,Fin-R1,math500,mbpp,0.14331376386170902,0.0
model,Fin-R1,math500,medqa,0.04228371977063061,0.03
model,Fin-R1,math500,meld,0.008222179264127938,0.374
model,Fin-R1,mbpp,medqa,0.18559748363233963,0.0
model,Fin-R1,mbpp,meld,0.13509158459758108,0.0
model,Fin-R1,medqa,meld,0.05050589903475855,0.008
model,GLM-Z1-9B-0414,emorynlp,finqa,0.041023541941534514,0.034
model,GLM-Z1-9B-0414,emorynlp,humaneval,0.01629305173880896,0.4
model,GLM-Z1-9B-0414,emorynlp,korbench,0.13348644338118032,0.0
model,GLM-Z1-9B-0414,emorynlp,math500,0.22548644338118023,0.0
model,GLM-Z1-9B-0414,emorynlp,mbpp,0.07739772844315002,0.0
model,GLM-Z1-9B-0414,emorynlp,medqa,0.06995415716826575,0.0
model,GLM-Z1-9B-0414,emorynlp,meld,0.03363850023632081,0.072
model,GLM-Z1-9B-0414,finqa,humaneval,0.024730490202725552,0.29
model,GLM-Z1-9B-0414,finqa,korbench,0.0924629014396458,0.0
model,GLM-Z1-9B-0414,finqa,math500,0.18446290143964572,0.0
model,GLM-Z1-9B-0414,finqa,mbpp,0.0363741865016155,0.048
model,GLM-Z1-9B-0414,finqa,medqa,0.028930615226731238,0.056
model,GLM-Z1-9B-0414,finqa,meld,0.07466204217785533,0.0
model,GLM-Z1-9B-0414,humaneval,korbench,0.11719339164237136,0.008
model,GLM-Z1-9B-0414,humaneval,math500,0.20919339164237127,0.0
model,GLM-Z1-9B-0414,humaneval,mbpp,0.061104676704341054,0.108
model,GLM-Z1-9B-0414,humaneval,medqa,0.05366110542945679,0.124
model,GLM-Z1-9B-0414,humaneval,meld,0.04993155197512977,0.166
model,GLM-Z1-9B-0414,korbench,math500,0.09199999999999992,0.0
model,GLM-Z1-9B-0414,korbench,mbpp,0.056088714938030304,0.002
model,GLM-Z1-9B-0414,korbench,medqa,0.06353228621291457,0.0
model,GLM-Z1-9B-0414,korbench,meld,0.16712494361750113,0.0
model,GLM-Z1-9B-0414,math500,mbpp,0.14808871493803022,0.0
model,GLM-Z1-9B-0414,math500,medqa,0.15553228621291448,0.0
model,GLM-Z1-9B-0414,math500,meld,0.25912494361750105,0.0
model,GLM-Z1-9B-0414,mbpp,medqa,0.007443571274884264,0.404
model,GLM-Z1-9B-0414,mbpp,meld,0.11103622867947083,0.0
model,GLM-Z1-9B-0414,medqa,meld,0.10359265740458656,0.0
model,Intern-S1-mini,emorynlp,finqa,0.05382775119617217,0.004
model,Intern-S1-mini,emorynlp,humaneval,0.16410227795834675,0.0
model,Intern-S1-mini,emorynlp,korbench,0.1691610845295055,0.0
model,Intern-S1-mini,emorynlp,math500,0.18573251310093403,0.0
model,Intern-S1-mini,emorynlp,mbpp,0.13942078109345607,0.0
model,Intern-S1-mini,emorynlp,medqa,0.051022964359971834,0.012
model,Intern-S1-mini,emorynlp,meld,0.004195042903112178,0.478
model,Intern-S1-mini,finqa,humaneval,0.21793002915451892,0.0
model,Intern-S1-mini,finqa,korbench,0.11533333333333334,0.0
model,Intern-S1-mini,finqa,math500,0.13190476190476186,0.0
model,Intern-S1-mini,finqa,mbpp,0.19324853228962824,0.0
model,Intern-S1-mini,finqa,medqa,0.0028047868362003348,0.434
model,Intern-S1-mini,finqa,meld,0.04963270829305999,0.002
model,Intern-S1-mini,humaneval,korbench,0.33326336248785227,0.0
model,Intern-S1-mini,humaneval,math500,0.3498347910592808,0.0
model,Intern-S1-mini,humaneval,mbpp,0.024681496864890684,0.272
model,Intern-S1-mini,humaneval,medqa,0.2151252423183186,0.0
model,Intern-S1-mini,humaneval,meld,0.16829732086145893,0.0
