side,agent,partner_1,partner_2,base_gap,bootstrap_flip_probability
task,finqa,GLM-Z1-9B-0414,glm-4-9b-chat,0.12209302325581395,0.0
task,finqa,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.061046511627906974,0.0
task,finqa,Intern-S1-mini,Qwen3-8B,0.03197674418604646,0.002
task,finqa,Intern-S1-mini,gemma-2-9b-it,0.0625,0.0
task,finqa,Intern-S1-mini,glm-4-9b-chat,0.13808139534883723,0.0
task,finqa,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.09302325581395343,0.0
task,finqa,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.0014534883720930258,0.504
task,finqa,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.07703488372093026,0.0
task,finqa,Qwen3-8B,gemma-2-9b-it,0.09447674418604646,0.0
task,finqa,Qwen3-8B,glm-4-9b-chat,0.1700581395348837,0.0
task,finqa,gemma-2-9b-it,glm-4-9b-chat,0.07558139534883723,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.5102040816326531,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.37755102040816324,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.22448979591836735,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.6122448979591837,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.4285714285714285,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.3877551020408163,0.0
task,humaneval,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.5306122448979591,0.0
task,humaneval,Fin-R1,GLM-Z1-9B-0414,0.13265306122448983,0.008
task,humaneval,Fin-R1,Intern-S1-mini,0.28571428571428575,0.0
task,humaneval,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.10204081632653061,0.042
task,humaneval,Fin-R1,Qwen3-8B,0.08163265306122458,0.074
task,humaneval,Fin-R1,gemma-2-9b-it,0.12244897959183676,0.008
task,humaneval,Fin-R1,glm-4-9b-chat,0.020408163265306034,0.398
task,humaneval,GLM-Z1-9B-0414,Intern-S1-mini,0.15306122448979592,0.002
task,humaneval,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.23469387755102045,0.0
task,humaneval,GLM-Z1-9B-0414,Qwen3-8B,0.05102040816326525,0.162
task,humaneval,GLM-Z1-9B-0414,gemma-2-9b-it,0.010204081632653073,0.424
task,humaneval,GLM-Z1-9B-0414,glm-4-9b-chat,0.15306122448979587,0.014
task,humaneval,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.38775510204081637,0.0
task,humaneval,Intern-S1-mini,Qwen3-8B,0.20408163265306117,0.0
task,humaneval,Intern-S1-mini,gemma-2-9b-it,0.163265306122449,0.012
task,humaneval,Intern-S1-mini,glm-4-9b-chat,0.3061224489795918,0.0
task,humaneval,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.1836734693877552,0.0
task,humaneval,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.22448979591836737,0.0
task,humaneval,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.08163265306122458,0.05
task,humaneval,Qwen3-8B,gemma-2-9b-it,0.04081632653061218,0.284
task,humaneval,Qwen3-8B,glm-4-9b-chat,0.10204081632653061,0.04
task,humaneval,gemma-2-9b-it,glm-4-9b-chat,0.1428571428571428,0.006
task,korbench,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.23199999999999998,0.0
task,korbench,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.014666666666666606,0.232
task,korbench,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.021333333333333315,0.118
task,korbench,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.21999999999999997,0.0
task,korbench,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.022666666666666613,0.074
task,korbench,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.22133333333333333,0.0
task,korbench,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.1973333333333333,0.0
task,korbench,Fin-R1,GLM-Z1-9B-0414,0.21733333333333338,0.0
task,korbench,Fin-R1,Intern-S1-mini,0.2533333333333333,0.0
task,korbench,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.01200000000000001,0.2
task,korbench,Fin-R1,Qwen3-8B,0.20933333333333337,0.0
task,korbench,Fin-R1,gemma-2-9b-it,0.010666666666666658,0.214
task,korbench,Fin-R1,glm-4-9b-chat,0.03466666666666668,0.004
task,korbench,GLM-Z1-9B-0414,Intern-S1-mini,0.03599999999999992,0.032
task,korbench,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.20533333333333337,0.0
task,korbench,GLM-Z1-9B-0414,Qwen3-8B,0.008000000000000007,0.29
task,korbench,GLM-Z1-9B-0414,gemma-2-9b-it,0.20666666666666672,0.0
task,korbench,GLM-Z1-9B-0414,glm-4-9b-chat,0.1826666666666667,0.0
task,korbench,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.2413333333333333,0.0
task,korbench,Intern-S1-mini,Qwen3-8B,0.04399999999999993,0.008
task,korbench,Intern-S1-mini,gemma-2-9b-it,0.24266666666666664,0.0
task,korbench,Intern-S1-mini,glm-4-9b-chat,0.21866666666666662,0.0
task,korbench,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.19733333333333336,0.0
task,korbench,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.001333333333333353,0.492
task,korbench,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.02266666666666667,0.046
task,korbench,Qwen3-8B,gemma-2-9b-it,0.1986666666666667,0.0
task,korbench,Qwen3-8B,glm-4-9b-chat,0.1746666666666667,0.0
task,korbench,gemma-2-9b-it,glm-4-9b-chat,0.02400000000000002,0.042
task,math500,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.18333333333333335,0.0
task,math500,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.010000000000000009,0.222
task,math500,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.020000000000000018,0.106
task,math500,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.2733333333333333,0.0
task,math500,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.00666666666666671,0.332
task,math500,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.44666666666666666,0.0
task,math500,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.41333333333333333,0.0
task,math500,Fin-R1,GLM-Z1-9B-0414,0.19333333333333336,0.0
task,math500,Fin-R1,Intern-S1-mini,0.16333333333333333,0.0
task,math500,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.08999999999999997,0.0
task,math500,Fin-R1,Qwen3-8B,0.17666666666666664,0.0
task,math500,Fin-R1,gemma-2-9b-it,0.2633333333333333,0.0
task,math500,Fin-R1,glm-4-9b-chat,0.22999999999999998,0.0
task,math500,GLM-Z1-9B-0414,Intern-S1-mini,0.030000000000000027,0.028
task,math500,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.2833333333333333,0.0
task,math500,GLM-Z1-9B-0414,Qwen3-8B,0.01666666666666672,0.08
task,math500,GLM-Z1-9B-0414,gemma-2-9b-it,0.45666666666666667,0.0
task,math500,GLM-Z1-9B-0414,glm-4-9b-chat,0.42333333333333334,0.0
task,math500,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.2533333333333333,0.0
task,math500,Intern-S1-mini,Qwen3-8B,0.013333333333333308,0.2
task,math500,Intern-S1-mini,gemma-2-9b-it,0.42666666666666664,0.0
task,math500,Intern-S1-mini,glm-4-9b-chat,0.3933333333333333,0.0
task,math500,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.2666666666666666,0.0
task,math500,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.17333333333333334,0.0
task,math500,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.14,0.0
task,math500,Qwen3-8B,gemma-2-9b-it,0.43999999999999995,0.0
task,math500,Qwen3-8B,glm-4-9b-chat,0.4066666666666666,0.0
task,math500,gemma-2-9b-it,glm-4-9b-chat,0.033333333333333326,0.1
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.3407534246575342,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.27910958904109584,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.09417808219178081,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.4092465753424658,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.20376712328767121,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.261986301369863,0.0
task,mbpp,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.26712328767123283,0.0
task,mbpp,Fin-R1,GLM-Z1-9B-0414,0.06164383561643838,0.0
task,mbpp,Fin-R1,Intern-S1-mini,0.2465753424657534,0.0
task,mbpp,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.06849315068493156,0.0
task,mbpp,Fin-R1,Qwen3-8B,0.136986301369863,0.0
task,mbpp,Fin-R1,gemma-2-9b-it,0.07876712328767121,0.0
task,mbpp,Fin-R1,glm-4-9b-chat,0.07363013698630139,0.0
task,mbpp,GLM-Z1-9B-0414,Intern-S1-mini,0.18493150684931503,0.0
task,mbpp,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.13013698630136994,0.0
task,mbpp,GLM-Z1-9B-0414,Qwen3-8B,0.07534246575342463,0.0
task,mbpp,GLM-Z1-9B-0414,gemma-2-9b-it,0.017123287671232834,0.254
task,mbpp,GLM-Z1-9B-0414,glm-4-9b-chat,0.011986301369863006,0.32
task,mbpp,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.31506849315068497,0.0
task,mbpp,Intern-S1-mini,Qwen3-8B,0.1095890410958904,0.0
task,mbpp,Intern-S1-mini,gemma-2-9b-it,0.1678082191780822,0.0
task,mbpp,Intern-S1-mini,glm-4-9b-chat,0.17294520547945202,0.0
task,mbpp,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.20547945205479456,0.0
task,mbpp,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.14726027397260277,0.0
task,mbpp,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.14212328767123295,0.0
task,mbpp,Qwen3-8B,gemma-2-9b-it,0.05821917808219179,0.004
task,mbpp,Qwen3-8B,glm-4-9b-chat,0.06335616438356162,0.002
task,mbpp,gemma-2-9b-it,glm-4-9b-chat,0.005136986301369828,0.404
task,medqa,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.19895287958115182,0.0
task,medqa,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.10471204188481675,0.0
task,medqa,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.11649214659685858,0.0
task,medqa,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.3337696335078534,0.0
task,medqa,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.030104712041884807,0.028
task,medqa,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.17539267015706805,0.0
task,medqa,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.20287958115183247,0.0
task,medqa,Fin-R1,GLM-Z1-9B-0414,0.09424083769633507,0.0
task,medqa,Fin-R1,Intern-S1-mini,0.08246073298429324,0.0
task,medqa,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.13481675392670156,0.0
task,medqa,Fin-R1,Qwen3-8B,0.168848167539267,0.0
task,medqa,Fin-R1,gemma-2-9b-it,0.023560209424083767,0.102
task,medqa,Fin-R1,glm-4-9b-chat,0.003926701570680646,0.426
task,medqa,GLM-Z1-9B-0414,Intern-S1-mini,0.011780104712041828,0.28
task,medqa,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.22905759162303663,0.0
task,medqa,GLM-Z1-9B-0414,Qwen3-8B,0.07460732984293195,0.0
task,medqa,GLM-Z1-9B-0414,gemma-2-9b-it,0.0706806282722513,0.0
task,medqa,GLM-Z1-9B-0414,glm-4-9b-chat,0.09816753926701571,0.0
task,medqa,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.2172774869109948,0.0
task,medqa,Intern-S1-mini,Qwen3-8B,0.08638743455497377,0.0
task,medqa,Intern-S1-mini,gemma-2-9b-it,0.05890052356020947,0.0
task,medqa,Intern-S1-mini,glm-4-9b-chat,0.08638743455497389,0.0
task,medqa,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.3036649214659686,0.0
task,medqa,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.15837696335078533,0.0
task,medqa,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.13089005235602091,0.0
task,medqa,Qwen3-8B,gemma-2-9b-it,0.14528795811518325,0.0
task,medqa,Qwen3-8B,glm-4-9b-chat,0.17277486910994766,0.0
task,medqa,gemma-2-9b-it,glm-4-9b-chat,0.027486910994764413,0.06
task,meld,DeepSeek-R1-0528-Qwen3-8B,Fin-R1,0.006765899864682012,0.41
task,meld,DeepSeek-R1-0528-Qwen3-8B,GLM-Z1-9B-0414,0.047361299052773975,0.006
task,meld,DeepSeek-R1-0528-Qwen3-8B,Intern-S1-mini,0.009472259810554773,0.276
task,meld,DeepSeek-R1-0528-Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.013531799729364025,0.254
task,meld,DeepSeek-R1-0528-Qwen3-8B,Qwen3-8B,0.020297699594046037,0.11
task,meld,DeepSeek-R1-0528-Qwen3-8B,gemma-2-9b-it,0.016238159675236785,0.182
task,meld,DeepSeek-R1-0528-Qwen3-8B,glm-4-9b-chat,0.03518267929634644,0.034
task,meld,Fin-R1,GLM-Z1-9B-0414,0.04059539918809196,0.024
task,meld,Fin-R1,Intern-S1-mini,0.0027063599458727605,0.43
task,meld,Fin-R1,Qwen2.5-Coder-7B-Instruct,0.020297699594046037,0.164
task,meld,Fin-R1,Qwen3-8B,0.02706359945872805,0.084
task,meld,Fin-R1,gemma-2-9b-it,0.023004059539918797,0.13
task,meld,Fin-R1,glm-4-9b-chat,0.041948579161028454,0.014
task,meld,GLM-Z1-9B-0414,Intern-S1-mini,0.0378890392422192,0.018
task,meld,GLM-Z1-9B-0414,Qwen2.5-Coder-7B-Instruct,0.060893098782138,0.0
task,meld,GLM-Z1-9B-0414,Qwen3-8B,0.06765899864682001,0.0
task,meld,GLM-Z1-9B-0414,gemma-2-9b-it,0.06359945872801076,0.0
task,meld,GLM-Z1-9B-0414,glm-4-9b-chat,0.08254397834912042,0.0
task,meld,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,0.023004059539918797,0.118
task,meld,Intern-S1-mini,Qwen3-8B,0.02976995940460081,0.038
task,meld,Intern-S1-mini,gemma-2-9b-it,0.025710419485791558,0.07
task,meld,Intern-S1-mini,glm-4-9b-chat,0.044654939106901215,0.006
task,meld,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,0.006765899864682012,0.354
task,meld,Qwen2.5-Coder-7B-Instruct,gemma-2-9b-it,0.0027063599458727605,0.418
task,meld,Qwen2.5-Coder-7B-Instruct,glm-4-9b-chat,0.021650879566982417,0.116
task,meld,Qwen3-8B,gemma-2-9b-it,0.004059539918809252,0.432
task,meld,Qwen3-8B,glm-4-9b-chat,0.014884979702300405,0.236
task,meld,gemma-2-9b-it,glm-4-9b-chat,0.018944519621109657,0.176
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,finqa,0.3423347613219095,0.0
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,humaneval,0.14393125671321158,0.0
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,korbench,0.18624561403508771,0.0
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,math500,0.5782456140350878,0.0
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,mbpp,0.01739365537130494,0.268
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,medqa,0.4417883714521907,0.0
model,DeepSeek-R1-0528-Qwen3-8B,emorynlp,meld,0.15120005697599886,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,humaneval,0.48626601803512104,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,korbench,0.15608914728682177,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,math500,0.23591085271317824,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,mbpp,0.3597284166932144,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,medqa,0.0994536101302812,0.0
model,DeepSeek-R1-0528-Qwen3-8B,finqa,meld,0.19113470434591062,0.0
model,DeepSeek-R1-0528-Qwen3-8B,humaneval,korbench,0.33017687074829927,0.0
model,DeepSeek-R1-0528-Qwen3-8B,humaneval,math500,0.7221768707482993,0.0
model,DeepSeek-R1-0528-Qwen3-8B,humaneval,mbpp,0.12653760134190664,0.0
model,DeepSeek-R1-0528-Qwen3-8B,humaneval,medqa,0.5857196281654022,0.0
model,DeepSeek-R1-0528-Qwen3-8B,humaneval,meld,0.2951313136892104,0.0
model,DeepSeek-R1-0528-Qwen3-8B,korbench,math500,0.392,0.0
model,DeepSeek-R1-0528-Qwen3-8B,korbench,mbpp,0.20363926940639265,0.0
model,DeepSeek-R1-0528-Qwen3-8B,korbench,medqa,0.255542757417103,0.0
model,DeepSeek-R1-0528-Qwen3-8B,korbench,meld,0.03504555705908885,0.084
model,DeepSeek-R1-0528-Qwen3-8B,math500,mbpp,0.5956392694063927,0.0
model,DeepSeek-R1-0528-Qwen3-8B,math500,medqa,0.13645724258289704,0.0
model,DeepSeek-R1-0528-Qwen3-8B,math500,meld,0.42704555705908886,0.0
model,DeepSeek-R1-0528-Qwen3-8B,mbpp,medqa,0.4591820268234956,0.0
model,DeepSeek-R1-0528-Qwen3-8B,mbpp,meld,0.1685937123473038,0.0
model,DeepSeek-R1-0528-Qwen3-8B,medqa,meld,0.2905883144761918,0.0
model,Fin-R1,emorynlp,finqa,0.33540113497273844,0.0
model,Fin-R1,emorynlp,humaneval,0.3782345474074798,0.0
model,Fin-R1,emorynlp,korbench,0.033792663476873985,0.12
model,Fin-R1,emorynlp,math500,0.40687400318979267,0.0
model,Fin-R1,emorynlp,mbpp,0.33532149177426757,0.0
model,Fin-R1,emorynlp,medqa,0.25479721435907715,0.0
model,Fin-R1,emorynlp,meld,0.15639587959935514,0.0
model,Fin-R1,finqa,humaneval,0.04283341243474137,0.192
model,Fin-R1,finqa,korbench,0.3691937984496124,0.0
model,Fin-R1,finqa,math500,0.07147286821705423,0.004
model,Fin-R1,finqa,mbpp,7.964319847086898e-05,0.488
model,Fin-R1,finqa,medqa,0.08060392061366128,0.0
model,Fin-R1,finqa,meld,0.1790052553733833,0.0
model,Fin-R1,humaneval,korbench,0.4120272108843538,0.0
model,Fin-R1,humaneval,math500,0.02863945578231286,0.298
model,Fin-R1,humaneval,mbpp,0.04291305563321224,0.198
model,Fin-R1,humaneval,medqa,0.12343733304840265,0.012
model,Fin-R1,humaneval,meld,0.22183866780812467,0.0
model,Fin-R1,korbench,math500,0.44066666666666665,0.0
model,Fin-R1,korbench,mbpp,0.36911415525114155,0.0
model,Fin-R1,korbench,medqa,0.28858987783595114,0.0
model,Fin-R1,korbench,meld,0.19018854307622912,0.0
model,Fin-R1,math500,mbpp,0.0715525114155251,0.012
model,Fin-R1,math500,medqa,0.15207678883071551,0.0
model,Fin-R1,math500,meld,0.25047812359043753,0.0
model,Fin-R1,mbpp,medqa,0.08052427741519042,0.0
model,Fin-R1,mbpp,meld,0.17892561217491243,0.0
model,Fin-R1,medqa,meld,0.09840133475972201,0.0
model,GLM-Z1-9B-0414,emorynlp,finqa,0.3501794258373206,0.0
model,GLM-Z1-9B-0414,emorynlp,humaneval,0.2647202421638512,0.0
model,GLM-Z1-9B-0414,emorynlp,korbench,0.20267942583732063,0.0
model,GLM-Z1-9B-0414,emorynlp,math500,0.6193460925039873,0.0
model,GLM-Z1-9B-0414,emorynlp,mbpp,0.2928164121386904,0.0
model,GLM-Z1-9B-0414,emorynlp,medqa,0.36817680803627345,0.0
model,GLM-Z1-9B-0414,emorynlp,meld,0.1349392363921244,0.0
model,GLM-Z1-9B-0414,finqa,humaneval,0.08545918367346939,0.054
model,GLM-Z1-9B-0414,finqa,korbench,0.14749999999999996,0.0
model,GLM-Z1-9B-0414,finqa,math500,0.26916666666666667,0.0
model,GLM-Z1-9B-0414,finqa,mbpp,0.05736301369863017,0.018
model,GLM-Z1-9B-0414,finqa,medqa,0.01799738219895286,0.234
model,GLM-Z1-9B-0414,finqa,meld,0.21524018944519618,0.0
model,GLM-Z1-9B-0414,humaneval,korbench,0.06204081632653058,0.14
model,GLM-Z1-9B-0414,humaneval,math500,0.35462585034013605,0.0
model,GLM-Z1-9B-0414,humaneval,mbpp,0.028096169974839214,0.274
model,GLM-Z1-9B-0414,humaneval,medqa,0.10345656587242225,0.024
model,GLM-Z1-9B-0414,humaneval,meld,0.1297810057717268,0.008
model,GLM-Z1-9B-0414,korbench,math500,0.41666666666666663,0.0
model,GLM-Z1-9B-0414,korbench,mbpp,0.09013698630136979,0.0
model,GLM-Z1-9B-0414,korbench,medqa,0.16549738219895282,0.0
model,GLM-Z1-9B-0414,korbench,meld,0.06774018944519622,0.006
model,GLM-Z1-9B-0414,math500,mbpp,0.32652968036529684,0.0
model,GLM-Z1-9B-0414,math500,medqa,0.2511692844677138,0.0
model,GLM-Z1-9B-0414,math500,meld,0.48440685611186285,0.0
model,GLM-Z1-9B-0414,mbpp,medqa,0.07536039589758303,0.002
model,GLM-Z1-9B-0414,mbpp,meld,0.157877175746566,0.0
model,GLM-Z1-9B-0414,medqa,meld,0.23323757164414904,0.0
model,Intern-S1-mini,emorynlp,finqa,0.36138310893512854,0.0
model,Intern-S1-mini,emorynlp,humaneval,0.10687432867883995,0.028
model,Intern-S1-mini,emorynlp,korbench,0.2338947368421052,0.0
model,Intern-S1-mini,emorynlp,math500,0.5845614035087718,0.0
model,Intern-S1-mini,emorynlp,mbpp,0.10310021629416005,0.0
model,Intern-S1-mini,emorynlp,medqa,0.3516120143290163,0.0
model,Intern-S1-mini,emorynlp,meld,0.16804358663912827,0.0
model,Intern-S1-mini,finqa,humaneval,0.2545087802562886,0.0
model,Intern-S1-mini,finqa,korbench,0.12748837209302333,0.0
model,Intern-S1-mini,finqa,math500,0.22317829457364335,0.0
model,Intern-S1-mini,finqa,mbpp,0.2582828926409685,0.0
model,Intern-S1-mini,finqa,medqa,0.009771094606112252,0.338
model,Intern-S1-mini,finqa,meld,0.19333952229600027,0.0
model,Intern-S1-mini,humaneval,korbench,0.12702040816326526,0.012
model,Intern-S1-mini,humaneval,math500,0.47768707482993195,0.0
model,Intern-S1-mini,humaneval,mbpp,0.003774112384679895,0.532
model,Intern-S1-mini,humaneval,medqa,0.24473768565017634,0.0
model,Intern-S1-mini,humaneval,meld,0.061169257960288326,0.13
