seed,algorithm,feedback_mode,stopped,T_stop,exact_oracle_match,stable_train,blocking_pairs_train,resolved_fraction_at_stop,test_mean_score,test_welfare,normalized_test_welfare,n_checks,final_matching,unresolved_critical_final,unresolved_noncritical_final,T_first_oracle_hit,oracle_occupancy,longest_oracle_streak,num_matching_changes,T_first_train_stable,best_test_welfare,oracle_occupancy_after_10k,oracle_occupancy_after_25k,oracle_occupancy_after_50k,oracle_occupancy_after_100k
10,p2etg,replay,False,10000,True,True,0,0.4583333333333333,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,24,96,0.8201438848920863,296,28,96,2.7284213190639446,1.0,,,
11,p2etg,replay,False,10000,True,True,0,0.5416666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,0,22,1176,0.8633093525179856,348,14,1176,2.7284213190639446,1.0,,,
12,p2etg,replay,False,10000,True,True,0,0.5416666666666666,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,21,168,0.8009592326139089,145,33,168,2.7284213190639446,1.0,,,
13,p2etg,replay,False,10000,True,True,0,0.4166666666666667,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,26,312,0.7577937649880095,76,28,312,2.7284213190639446,1.0,,,
14,p2etg,replay,False,10000,False,False,1,0.5416666666666666,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,2,20,168,0.3764988009592326,119,32,168,2.7284213190639446,0.0,,,
15,p2etg,replay,False,10000,True,True,0,0.5,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,22,120,0.47721822541966424,125,34,120,2.7284213190639446,1.0,,,
16,p2etg,replay,False,10000,True,True,0,0.4375,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,2,25,1224,0.7673860911270983,161,28,1224,2.7284213190639446,1.0,,,
17,p2etg,replay,False,10000,True,True,0,0.4375,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,26,1896,0.750599520383693,309,23,1896,2.7284213190639446,1.0,,,
18,p2etg,replay,False,10000,False,False,1,0.4166666666666667,0.6548227210703339,2.6192908842813356,0.801343046187361,417,finqa=Fin-R1|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Qwen2.5-Coder-7B-Instruct|medqa=Llama-3.1-8B-UltraMedical,2,26,2184,0.3597122302158273,80,46,2184,2.7284213190639446,0.0,,,
19,p2etg,replay,False,10000,True,True,0,0.5625,0.6821053297659861,2.7284213190639446,1.0,417,finqa=Qwen2.5-Coder-7B-Instruct|livecodebench=DeepSeek-R1-0528-Qwen3-8B|math500=Fin-R1|medqa=Llama-3.1-8B-UltraMedical,1,20,264,0.5275779376498801,46,38,264,2.7284213190639446,1.0,,,
